Artist_Name,Birth_Year,Turnover,Sold Lots,Highest Price
R. Crumb,1943,,,
R. H. Quaytman,1961,,,
R. L. Haeberle,1941,,,
R. M. Fischer,1947,,,
RÃ©gis Wargnier,1948,,,
RÃ©my Zaugg,1943,,,
RÃ³mulo MacciÃ³,1931,,,
RaÃºl MartÃ­nez,1927,,,
RaÃºl Ruiz,1941,,,
RaÃºl Zurita,1950,,,
Rabih MrouÃ©,1967,,,
Rachel Feinstein,1971,,,
Rachel Harrison,1966,,,
Rachel Reichman,1958,,,
Rachel Selekman,1963,,,
Rachel Whiteread,1963,681027,12,259035
Rachel Wingfield,1978,,,
Rackstraw Downes,1939,,,
Radovan SrediÄ‡,1955,,,
Rael San Fratello,2002,,,
Rafael Canogar,1935,,,
Rafael Coronel,1932,,,
Rafael Ferrer,1933,,,
Rafael FranÃ§a,1957,,,
Rafael Hastings,1945,,,
Rafael Lozano-Hemmer,1967,,,
Rafael MontaÃ±ez Ortiz,1934,,,
Rafael Ortega,1965,,,
Rafael Solbes,1940,,,
Rafael TufiÃ±o,1922,,,
Rafael ViÃ±oly,1944,,,
Rafal Olbinski,1945,,,
Raffaele Leomporri,1926,,,
Raffaella Mangiarotti,1965,,,
Raghubir Singh,1942,,,
Ragnar Kjartansson,1976,,,
Raimond Chaves,1963,,,
Raimund Abraham,1933,,,
Rainald Goetz,1954,,,
Rainer (Imi) Giese,1942,,,
Rainer Fetting,1949,990596,36,76501
Rainer KÃ¼schall,1947,,,
Rainer Kuchenmeister,1926,,,
Rainer Werner Fassbinder,1945,,,
Rainer Wittenborn,1941,,,
Rajesh Shera,1972,,,
Ralf Ziervogel,1975,,,
Ralph Baer,1922,,,
Ralph Borland,1974,,,
Ralph Gibson,1939,,,
Ralph Goings,1928,,,
Ralph Hocking,1931,,,
Ralph Hughes,1923,,,
Ralph Humphrey,1932,,,
Ralph Lundsten,1936,,,
Ralph Maradiaga,1934,,,
Ralph Schraivogel,1960,,,
Ramin Bahrani,1975,,,
Ramiro Bascans,1936,,,
Rammellzee,1960,475581,11,137307
Ramon Klein,1957,,,
Rand Miller,1959,,,
Randa Chahal Sabag,1953,,,
Randal Kleiser,1946,,,
Randal Richard Hinz,1944,,,
Randall Green,1947,,,
Randall Sellers,1969,,,
Randy Tuten,1946,,,
Rane Vaskivuori,1967,,,
Rania Stephan,1960,,,
Ranjani Shettar,1977,,,
Raoul De Keyser,1930,,,
Raoul Peck,1953,,,
Raphael Goldchain,1953,,,
Raqib Shaw,1974,514846,6,215078
Rashid Johnson,1977,733473,9,381000
Rashid Masharawi,1962,,,
Ray Brown,1933,,,
Ray Johnson,1927,,,
Ray K. Metzker,1931,,,
Ray Lauzzana,1941,,,
Ray Lowry,1944,,,
Ray Maggiore,1964,,,
Ray Stubblebine/Associated Press,1946,,,
Ray Tomlinson,1941,,,
Ray Yoshida,1930,,,
Raymond Hains,1926,,,
Raymond Jacobs,1923,,,
Raymond Loewy Associates,1944,,,
Raymond Mason,1922,,,
Raymond Parker,1922,,,
Raymond Pettibon,1957,810065,44,162500
Raymond Riley,1958,,,
Raymond Saunders,1934,,,
"RCR Arquitectes, Olot",1988,,,
Rea Tajiri,1958,,,
Reaction Records,1966,,,
Reagan Louie,1951,,,
realities:united,2000,,,
Rebecca Allen,1953,,,
Rebecca Bird,1973,,,
Rebecca Bray,1974,,,
Rebecca Horn,1944,,,
Rebecca Miller,1962,,,
Rebecca Warren,1965,,,
Red David Rodriguez,1958,,,
Red Grooms,1937,,,
"Red Hat, Inc.",1993,,,
"RedStart Design, LLC",2004,,,
Ree Morton,1936,,,
Reed Anderson,1969,,,
Reed Estabrook,1944,,,
Reed Kram,1971,,,
Regina Maria De Luise,1959,,,
Regina Schmeken,1955,,,
Regina Silveira,1939,,,
Reginald Orton,1981,,,
Reginald Pollack,1924,,,
Regine Leibinger,1963,,,
Reha Erdem,1960,,,
Rei Naito,1961,,,
Reid Miles,1927,,,
Reika Iwami,1927,,,
Reiko Sudo,1953,,,
Reiko Tanabe,1934,,,
Reiner Ruthenbeck,1937,,,
Reinhard Kropf,1967,,,
Reinhard Mucha,1950,,,
Reinhard Voigt,1940,,,
Reinhold Weiss,1934,,,
Reinhoud (Reinhoud D'haese),1928,,,
Reiser + Umemoto RUR Architecture PC,1986,,,
Relative Wave,2009,,,
Rem Koolhaas,1944,,,
RenÃ© Bertholo,1935,,,
RenÃ© Bleibtreu,1920,,,
RenÃ© BrÃ´,1930,,,
RenÃ© Burri,1933,,,
RenÃ© Groebli,1927,,,
RenÃ©e Green,1959,,,
Renata Grindler,1940,,,
Renato Cristiano,1926,,,
Renato FalcÃ£o,1963,,,
Renato Orara,1961,,,
Rene Azcuy Cardenas,1939,,,
Renzo Piano,1937,,,
Renzo Piano Building Workshop,1980,,,
Renzo Vespignani,1924,,,
Residents,1972,,,
Reva Urban,1925,,,
"Revere Copper and Brass, Inc., Rome, NY",1929,,,
Revital Cohen,1981,,,
Reynold Reynolds,1966,,,
Rhonda Abrams,1960,,,
Rhondal McKinney,1948,,,
Ricardo Basbaum,1961,,,
Ricardo Bofill,1939,,,
Ricardo Martinez,1923,,,
Ricardo Nikolayevsky,1961,,,
Ricardo Porro,1925,,,
Ricardo Scofidio,1935,,,
Riccardo Blumer,1959,,,
Ricci Albenda,1966,,,
Rich Black,1974,,,
Richard Alan Fox,1949,,,
Richard Aldrich,1975,273621,11,56808
Richard Anuszkiewicz,1930,,,
Richard Artschwager,1923,,,
Richard Avedon,1923,,,
Richard Baringer,1921,,,
Richard Barnes,1953,,,
Richard Benjamin,1938,,,
Richard Benson,1943,,,
Richard Bernstein,1939,,,
Richard Billingham,1970,,,
Richard Bosman,1944,,,
Richard Carlson,1941,,,
Richard Deacon,1949,,,
Richard Diebenkorn,1922,,,
Richard Drew/Associated Press,1946,,,
Richard Dupont,1968,,,
Richard Estes,1936,,,
Richard Evans,1945,,,
Richard Foreman,1937,,,
Richard Francisco,1942,,,
Richard Gross,1943,,,
Richard Haas,1936,,,
Richard Hamilton,1922,,,
Richard Hawkins,1961,,,
Richard Hell,1949,,,
Richard Hoeck,1965,,,
Richard Hunt,1935,,,
Richard Hutten,1967,,,
Richard Jost,1942,,,
Richard Kahn,1947,,,
Richard Kalvar,1944,,,
Richard Kaplan,1925,,,
Richard Kemble,1932,,,
Richard Kern,1954,,,
Richard Kleinberg,1949,,,
Richard Lacroix,1939,,,
Richard Learoyd,1966,,,
Richard Lester,1932,,,
Richard Lindh,1929,,,
Richard Long,1945,514733,19,200000
Richard Lowenstein,1959,,,
Richard Lulo,1971,,,
Richard Lytle,1935,,,
Richard M. Margolis,1943,,,
Richard Mantel,1941,,,
Richard Marquand,1938,,,
Richard Maxfield,1927,,,
Richard McGuire,1957,,,
Richard McLean,1934,,,
Richard Meier,1934,,,
"Richard Meier & Associates, Architects",1963,,,
"Richard Meier & Partners, Architects",1963,,,
Richard Merkin,1938,,,
Richard Misrach,1949,242633,16,81250
Richard Mock,1944,,,
Richard Mulligan,1925,,,
Richard N. Naylor,1943,,,
Richard Nonas,1936,,,
Richard Olson,1938,,,
Richard P. (Sandy) Hume,1946,,,
Richard Pare,1948,,,
Richard Perez,1970,,,
Richard Pettibone,1938,,,
Richard Phillips,1963,,,
Richard Press,1965,,,
Richard Prince,1949,28540215,55,3255000
Richard Protovin,1945,,,
Richard Rogers,1944,,,
Richard Rothman,1956,,,
Richard Rush,1929,,,
Richard Sapper,1932,,,
Richard Schultz,1926,,,
Richard Serra,1938,,,
Richard Smith,1931,,,
Richard Stankiewicz,1922,,,
Richard Taninbaum,1952,,,
Richard Tipping,1949,,,
Richard Tum Suden,1937,,,
Richard Tuttle,1941,,,
Richard Upton,1931,,,
Richard Van Buren,1937,,,
Richard W. Ireland,1925,,,
Richard W. Landis,1931,,,
Richard Williams,1933,,,
Richard Woods,1966,,,
Richard Wright,1960,,,
Richards Jarden,1947,,,
Richards Ruben,1925,,,
Richmond Burton,1960,,,
Rick Dingus,1951,,,
Rick Galezowski,1954,,,
Rick Griffin,1944,,,
Rick Mann,1954,,,
Rick McKee Hock,1949,,,
Rick Prol,1956,,,
Ricky Swallow,1974,,,
Ridley Scott,1937,,,
Riiko Sakkinen,1976,,,
Rikuro Okamoto,1943,,,
Rimma Gerlovina,1951,,,
Rineke Dijkstra,1959,,,
Rirkrit Tiravanija,1961,,,
Risaburo Kimura,1924,,,
Rita Ackermann,1968,,,
Rita McBride,1960,,,
Rita Myers,1947,,,
Ritva Puotila,1935,,,
Rivane Neuenschwander,1967,,,
RoÃ©l d'Haese,1921,,,
Roald Steen Hansen,1942,,,
Rob Minkoff,1962,,,
Rob Reiner,1947,,,
Rob Schroder,1950,,,
Rob Voerman,1966,,,
Robert A. M. Stern,1939,,,
Robert A. Nelson,1925,,,
Robert Abel,1937,,,
Robert Adams,1937,,,
Robert Aller,1947,,,
Robert Altman,1925,,,
Robert Andrew Parker,1927,,,
Robert Arneson,1930,,,
Robert Barnes,1934,,,
Robert Barry,1936,,,
Robert Bart,1923,,,
Robert Bartlett,1922,,,
Robert Beauchamp,1923,,,
Robert Bechtle,1932,,,
Robert Beck,1959,,,
Robert Birmelin,1933,,,
Robert Blackburn,1921,,,
Robert Brandwein,1933,,,
Robert Breer,1926,,,
Robert Broner,1922,,,
Robert Brownjohn,1925,,,
Robert Brunner,1958,,,
Robert Cahen,1945,,,
Robert Chambers,1958,,,
Robert Colescott,1925,,,
Robert Cottingham,1935,,,
Robert Cowan,1930,,,
Robert Creeley,1926,,,
Robert Cremean,1932,,,
Robert Cumming,1943,,,
Robert D. Galli,1956,,,
Robert Dawson,1950,,,
Robert De Boeck,1944,,,
Robert del Naja,1965,,,
Robert Delgado,1971,,,
Robert Dowd,1936,,,
Robert Doxat,1930,,,
Robert Engman,1927,,,
"Robert F. Sheehan, 3rd",1922,,,
Robert Faludi,1966,,,
Robert Farber,1948,,,
Robert Fenz,1969,,,
Robert Filliou,1926,,,
Robert Flynt,1956,,,
Robert Frank,1924,,,
Robert Freeman,1936,,,
Robert Fried,1937,,,
Robert Gage,1921,,,
Robert Gardner,1925,,,
Robert Glenn Ketchum,1947,,,
Robert Gober,1954,7416750,5,7287500
Robert Gordy,1933,,,
Robert Graham,1938,,,
Robert Gretczko,1944,,,
Robert Grosvenor,1937,,,
Robert H. Bergman,1944,,,
Robert Hansen,1924,,,
Robert Heinecken,1931,,,
Robert Hodgins,1920,,,
Robert Holmgren,1946,,,
Robert Hudson,1938,,,
Robert Huot,1935,,,
Robert Indiana,1928,,,
Robert Irwin,1928,,,
Robert Israel,1939,,,
Robert J. Debrey,1934,,,
Robert J. Simone,1945,,,
Robert Jacks,1943,,,
Robert James Leonetti,1965,,,
Robert Kabak,1930,,,
Robert Kobayashi,1925,,,
Robert Kozma,1951,,,
Robert Kulicke,1924,,,
Robert Kushner,1949,,,
Robert Levin,1948,,,
Robert Longo,1953,5038834,100,555000
Robert Lovis Nicoidski,1931,,,
Robert MÃ¼ller,1920,,,
Robert Mahon,1949,,,
Robert Malaval,1937,,,
Robert Mangold,1937,,,
Robert Mangurian,1944,,,
Robert Mapplethorpe,1946,4628828,115,726435
Robert Meyers,1931,,,
Robert Miles Runyan,1925,,,
Robert Milin,1951,,,
Robert Moon,1941,,,
Robert Moore,1927,,,
Robert Moorhead,1972,,,
Robert Morin,1949,,,
Robert Morris,1931,,,
Robert Moskowitz,1935,,,
Robert Munford,1925,,,
Robert N. Friedman,1948,,,
Robert Natkin,1930,,,
Robert Oberheim,1938,,,
Robert Overby,1935,,,
Robert P. Gottlieb,1921,,,
Robert P. Tennant,1948,,,
Robert Partin,1927,,,
Robert Polidori,1951,,,
Robert Rauschenberg,1925,,,
Robert Riger,1924,,,
Robert Rodriguez,1968,,,
Robert Rohm,1934,,,
Robert Rotifer,1969,,,
Robert Ryman,1930,,,
Robert S. Neuman,1926,,,
Robert Schneider,1942,,,
Robert Shaw,1949,,,
Robert Siegel,1939,,,
Robert Silvers,1968,,,
Robert Siwangaza,1960,,,
Robert Sluijter,1967,,,
Robert Smithson,1938,,,
Robert Stackhouse,1942,,,
Robert Stanley,1932,,,
Robert Therrien,1947,,,
Robert Venturi,1925,,,
Robert Walker/The New York Times,1926,,,
Robert Walters,1925,,,
Robert Watts,1923,,,
Robert Welch,1929,,,
Robert Whitaker,1939,,,
Robert Whitman,1935,,,
Robert Wilhite,1946,,,
Robert Wilson,1941,,,
Roberta Bayley,1950,,,
Roberto Aizenberg,1928,,,
Roberto Barni,1939,,,
Roberto Ciaccio,1951,,,
Roberto Crippa,1921,,,
Roberto Cuoghi,1973,,,
Roberto De LamÃ³nica,1933,,,
Roberto Diago,1920,,,
Roberto EstopinÃ¡n,1920,,,
Roberto Feo,1964,,,
Roberto Gabetti,1925,,,
Roberto GonzÃ¡lez Goyri,1924,,,
Roberto Magris,1935,,,
Roberto Menghi,1920,,,
Roberto Ohrt,1954,,,
Roberto Ossaye,1927,,,
Roberto Sambonet,1924,,,
Roberto Turnbull Buenrostro,1959,,,
Roberto Ubaldi,1940,,,
Robi MÃ¼ller,1942,,,
Robin Chu,1951,,,
Robin Crozier,1936,,,
Robin Page,1932,,,
Robin Rhode,1976,,,
Robin Schwartz,1957,,,
Robin Winters,1950,,,
Robyn Denny,1930,,,
Robyn Miller,1966,,,
Rocco Redondo,1950,,,
Rochelle Feinstein,1947,,,
Rocky Morton,1955,,,
Roddy Bogawa,1962,,,
Rodney Graham,1949,433503,15,136376
Rodolfo (Rodolfo Mishaan Pinto) Mishaan,1924,,,
Rodolfo Abularach,1933,,,
Rodolfo Bonetto,1929,,,
Rodolfo Bretzel,1966,,,
Rodolfo Machado,1942,,,
Rodolfo Nieto,1936,,,
Rodolfo Opazo,1935,,,
Rodrigo Moreno,1972,,,
Rody Graumans,1968,,,
Roe Ethridge,1969,,,
Roelf Mulder,1959,,,
Rogelio Polesello,1939,,,
Roger Ballen,1950,,,
Roger Brown,1941,,,
Roger C. Ferri,1949,,,
Roger Corman,1926,,,
Roger Cutforth,1944,,,
Roger Deakins,1949,,,
Roger Doloy,1920,,,
Roger Herman,1947,,,
Roger Hiorns,1975,,,
Roger Mayne,1929,,,
Roger Mertin,1942,,,
Roger Minick,1944,,,
Roger Riche,1930,,,
Roger Tallon,1929,,,
Roger Vail,1945,,,
Roger Waters,1943,,,
Roger Welch,1929,,,
Roland DorcÃ©ly,1930,,,
Roland GiguÃ¨re,1929,,,
Roland JoffÃ©,1945,,,
Roland Petersen,1926,,,
Roland Sabatier,1942,,,
Roland Topor,1938,,,
Roland van den Berghe,1943,,,
Rolf Harder,1929,,,
Rolf Harder & Associates Inc.,1978,,,
Rolf Iseli,1934,,,
Rolf Kothrade,1946,,,
Rolling Stones Records,1970,,,
Roloff Beny,1924,,,
Romain Goupil,1951,,,
Romain Urhausen,1930,,,
Roman Cieslewicz,1930,,,
Roman Coppola,1965,,,
Roman Maskalev,1977,,,
Roman OndÃ¡k,1966,,,
Roman Opalka,1931,,,
Roman Polanski,1933,,,
Roman Signer,1938,,,
Ron Arad,1951,,,
Ron Davis,1937,,,
Ron Galella,1931,,,
Ron Gilad,1972,,,
Ron Gorchov,1930,,,
Ron Herron,1930,,,
Ron Kleemann,1937,,,
Ron Kowalke,1936,,,
Ron Sewell,1937,,,
Ron Steiner,1952,,,
Rona Pondick,1952,,,
Ronald Clyne,1925,,,
Ronald Hayes Pearson,1924,,,
Ronald J. French,1938,,,
Ronald Jones,1952,,,
Ronald Markman,1931,,,
Ronald R. Geibert,1952,,,
Ronald Rael,1971,,,
Ronan Bouroullec,1971,,,
Rong Rong,1968,,,
Roni Horn,1955,1323744,20,361996
Ronnie Cutrone,1948,,,
Ronnie Goodman,1960,,,
Ronnie Landfield,1947,,,
Rory McEwen,1932,,,
Ros Barron,1933,,,
Rosa BrÃ¼ckl,1970,,,
Rosa Loy,1958,,,
RosÃ¢ngela RennÃ³,1962,,,
Rosalind Fox Solomon,1930,,,
Rosalind Nashashibi,1973,,,
Rosario Hurtado,1966,,,
Rosemarie Castoro,1939,,,
Rosemarie Trockel,1952,2693702,26,1332500
Rosemberg Sandoval,1959,,,
Roser Llop Bru,1923,,,
Ross Bleckner,1949,,,
Ross Littell,1924,,,
Ross Lovegrove,1958,,,
Rossella Bellusci,1947,,,
Roswitha Schuller,1984,,,
Rouben Ter-Arutunian,1920,,,
Roxy Paine,1966,,,
Roy Adzak,1927,,,
Roy Arden,1957,,,
Roy Colmer,1935,,,
Roy Grace,1936,,,
Roy Lichtenstein,1923,,,
Roy McMakin,1956,,,
Roy R. Drasites,1945,,,
RubÃ©n Fontana,1942,,,
RubÃ©n NÃºÃ±ez,1930,,,
RubÃ©n Ortiz-Torres,1964,,,
Rudi Dolezal,1958,,,
Rudi Molacek,1948,,,
Rudi Protrudi,1952,,,
Rudi TrÃ¶ger,1929,,,
Rudolf Baranik,1920,,,
Rudolf Bonvie,1947,,,
Rudolf KÃ¼gler,1921,,,
Rudolf Schwarzkogler,1940,,,
Rudolf Stingel,1956,52389232,27,7938905
Rudolph De Harak,1924,,,
Rudolph Janu,1934,,,
Rudy Pozzatti,1925,,,
Rudy VanderLans,1955,,,
Runa Islam,1970,,,
Ruodi Barth,1921,,,
Russell Crotty,1956,,,
Russell Manoy,1945,,,
Ruth Anderwald,1976,,,
Ruth Asawa,1926,,,
Ruth Root,1967,,,
Ruud Jan Kokke,1956,,,
Ruy Ohtake,1938,,,
Ryan Gander,1976,,,
Ryan Junell,1973,,,
Ryan McGinness,1972,,,
Ryan McNamara,1979,,,
Ryan Oakes,1982,,,
Ryan Sullivan,1983,,,
Ryan Trecartin,1981,,,
Ryo Watanabe,1936,,,
Ryoji Akiyama,1942,,,
Ryoko Aoki,1973,,,
Ryszard K. Otreba,1932,,,
Ryue Nishizawa,1966,,,
Ryuichi Yamashiro,1920,,,
SÃ©rgio Bianchi,1945,,,
SÃ©rgio Camargo,1930,,,
SaÅ¡a Janez MÃ¤chtig,1941,,,
Saara Hopea,1925,,,
Sabine Hornig,1964,,,
Sabine Weiss,1924,,,
Sabrina Jones,1960,,,
Saburo Murakami,1925,,,
Sadamasa Motonaga,1922,,,
Sadie Benning,1973,,,
Safety 1st,1984,,,
Sage Sohier,1954,,,
Sahlan Momo,1944,,,
Sal Sirugo,1920,,,
Sally Cruikshank,1949,,,
Sally Hazelet Drummond,1924,,,
Sally Mann,1951,365746,23,75000
Sally Osborn,1961,,,
Sally Potter,1949,,,
Salvador Bru,1923,,,
Salvatore Grippi,1921,,,
Salvo (Salvatore Mangione),1947,,,
Sam Durant,1961,,,
Sam Francis,1923,,,
Sam Gilliam,1933,,,
Sam Gordon,1973,,,
Sam Hecht,1969,,,
Sam Joseph Ntiro,1923,,,
Sam Lewitt,1981,,,
Sam Lucente,1958,,,
"Sam Medical Products, a division of The Seaberg Company, Inc.",1985,,,
Sam Raimi,1959,,,
Sam Salisbury,1977,,,
Sam Scheinberg,1941,,,
Sam Shepard,1943,,,
Sam Szafran,1934,,,
Sam Taylor-Wood,1967,,,
Sam Watters,1954,,,
Same Mendes,1965,,,
Sameer Makarius,1924,,,
Samella Lewis,1924,,,
Samuel Cabot Cochran,1982,,,
Samuel Fosso,1962,,,
Samuel Maitin,1928,,,
SANAA,1995,,,
Sandeep Mukherjee,1964,,,
Sandi Fellman,1952,,,
Sandi Slone,1939,,,
Sandile Goje,1972,,,
Sandra Blow,1925,,,
Sandra Cinto,1968,,,
Sandra Gamarra,1972,,,
Sandra Haber,1956,,,
Sandra Llano-Mejia,1951,,,
Sandra Ramos,1969,,,
Sandra Semchuk,1948,,,
Sandro Chia,1946,918007,88,176835
Sandy Walker,1942,,,
Sanford Biggers,1970,,,
Sanford Redmond,1924,,,
Sang-Ah Choi,1971,,,
Sang-ok Shin,1926,,,
Sanja IvekoviÄ‡,1949,,,
Sanjeev Saith,1958,,,
Sanne Sannes,1937,,,
Sante Graziani,1920,,,
Santiago CÃ¡rdenas,1937,,,
Santiago Calatrava,1951,,,
Santiago Cucullu,1969,,,
Santiago Pol,1946,,,
Santina Bonini,1961,,,
Santos ChÃ¡vez,1934,,,
Sara Diamond,1954,,,
Sara Facio,1932,,,
Sara Greenberger Rafferty,1978,,,
Sara Hendren,1973,,,
Sara Shaughnessy,1979,,,
Sara Sosnowy,1957,,,
Sara VanDerBeek,1976,,,
Sarah Charlesworth,1947,,,
Sarah Crowner,1974,,,
Sarah Lucas,1962,526526,9,309301
Sarah Morris,1967,443006,12,73381
Sarah Stocker,1965,,,
Sarah Sze,1969,,,
Sarah Walker,1963,,,
Sarah Watt,1958,,,
Sarah Williams,1974,,,
Sarai Sherman,1922,,,
Sarkis (Sarkis Zabunyan),1938,,,
Satish Gujral,1925,,,
Satoshi Ono,1977,,,
Sauerbruch Hutton,1989,,,
Saul Bass,1920,,,
Saul Leiter,1923,,,
Saul Nesbitt,1925,,,
Save The Press Campaign,1988,,,
Sawada Tetsuro,1933,,,
Scandar Copti,1975,,,
Schiebel Elektronische GerÃ¤te GmbH,1951,,,
Schilli Maier,1922,,,
Schlomo Koren,1932,,,
"School of Architecture, Catholic University of Valparaiso",1952,,,
Scoli Acosta,1973,,,
Scott Burton,1939,,,
Scott Christensen,1964,,,
Scott Cooper,1970,,,
Scott Hyde,1926,,,
Scott King,1969,,,
Scott Marble,1960,,,
Scott McFarland,1975,,,
Scott Myles,1975,,,
Scott Riegleman,1957,,,
Scott Snibbe,1969,,,
Seamus Farrell,1965,,,
Sean Kalish,1981,,,
Sean Landers,1962,,,
Sean Mellyn,1965,,,
Sean Meredith,1975,,,
Sean Scully,1945,7427785,49,1588365
Sean Snyder,1972,,,
Seb Patane,1970,,,
SebastiÃ¡n Campos,1974,,,
SebastiÃ¡n del Amo,1971,,,
SebastiÃ¡n Silva,1979,,,
SebastiÃ£o Salgado,1944,,,
Sebastiaan Bremer,1970,,,
Sebastian Bergne,1966,,,
Sebastian Black,1985,,,
Sebastian Finckh,1963,,,
Sebastian Schroder,1961,,,
"Seguso S.R.L., Murano, Italy",1933,,,
Seher Shah,1975,,,
Seiichi Furuya,1950,,,
Seitaro Kuroda,1939,,,
Sejla Kameric,1976,,,
Senga Nengudi,1943,,,
Senzeni Marasela,1977,,,
SEO (Seo Soo-Kyoung),1977,,,
Seong Moy,1921,,,
Seoungho Cho,1959,,,
Sep Kamvar,1977,,,
Serge Mouille,1922,,,
Serge Oldenbourg,1927,,,
Serge Rezvani,1928,,,
Serge Spitzer,1951,,,
Serge Vandercam,1924,,,
Sergei Dvortsevoy,1961,,,
Sergei Loznitsa,1964,,,
Sergej Jensen,1973,,,
Sergio Asti,1926,,,
Sergio Berizzi,1930,,,
Sergio Dangelo,1931,,,
Sergio Gonzalez-Tornero,1927,,,
Sergio Larrain,1931,,,
Sergio Leone,1929,,,
Seth Price,1973,,,
Seth Tobocman,1958,,,
Seung H-Sang,1952,,,
Sewell Sillman,1924,,,
Seydou KeÃ¯ta,1923,,,
Seymour Chwast,1931,,,
Seymour Rosofsky,1924,,,
Shahryar Nashat,1975,,,
Shahzia Sikander,1969,,,
Shalom Gorewitz,1949,,,
Shambhavi,1966,,,
Shannon Ebner,1971,,,
Shannon Plumb,1970,,,
Sharon Harper,1966,,,
Sharon Hayes,1970,,,
Sharon Johnston,1965,,,
Sharon Lockhart,1964,,,
Shaun Gladwell,1972,,,
Shaun O'Dell,1968,,,
Shawn Sims,1986,,,
Shay Alkalay,1976,,,
Sheila Fournier,1930,,,
Sheila Hicks,1934,,,
Sheila Isham,1927,,,
Sheila McLaughlin,1950,,,
Sheila Metzner,1939,,,
Shelby Hughes,1981,,,
Shelby Lee Adams,1950,,,
Sheldon Cohen,1949,,,
Shelley Eshkar,1970,,,
Shelley McNamara,1952,,,
Shelly Rusten,1938,,,
Shelly Silver,1957,,,
Shen Wei,1977,,,
Sheng Qi,1965,,,
Sheron Rupp,1943,,,
Sherrie Levine,1947,3673307,24,678874
Shi Jian,1973,,,
Shigekazu Tanaka,1966,,,
Shigeko Kubota,1937,,,
Shigeo Fukuda,1932,,,
Shigeo Okamoto,1934,,,
Shigeru Ishitsuka,1975,,,
Shigeru Izumi,1922,,,
Shigetaka Kurita,1972,,,
Shigeyoshi Morioka,1941,,,
Shimon Attie,1957,,,
Shin Matsunaga,1940,,,
Shinako Sato,1965,,,
Shinkichi G. Tajiri,1923,,,
Shinro Ohtake,1955,537082,12,175219
Shio Kusaka,1972,,,
Shirana Shahbazi,1974,,,
Shirazeh Houshiary,1955,,,
Shirin Neshat,1957,559465,22,117166
Shirley Goldfarb,1925,,,
Shirley Jaffe,1923,,,
Shiro Kuramata,1934,,,
Shizuko Muller-Yoshikawa,1934,,,
Shohei Imamura,1926,,,
Shoichi Ida,1941,,,
Shoichiro Azuma,1957,,,
Shoji Sadao,1927,,,
Shomei Tomatsu,1930,,,
SHoP Architects PC,1996,,,
Shozo Kitadai,1921,,,
Shu Lea Cheang,1954,,,
Shuichi Obata,1932,,,
Shuji Mukai,1939,,,
Shuji Terayama,1935,,,
Shunji Yamanaka,1957,,,
Shuntaro Tanikawa,1931,,,
Shure Incorporated,1925,,,
Shusaku Arakawa,1936,,,
Shyu Eguchi,1932,,,
Siah Armajani,1939,,,
Sid Hammer,1926,,,
Sid Kaplan,1938,,,
Sideo Fromboluti,1920,,,
Sidharth Srinivasan,1975,,,
Sidney Goodman,1936,,,
Sidney Lumet,1924,,,
Sidney Tillim,1925,,,
Siegfried Anzinger,1953,,,
Siegfried Himmer,1935,,,
Siegfried Jablonsky,1950,,,
Sigalit Landau,1969,,,
Sigi Moeslinger,1968,,,
Sigmar Polke,1941,,,
Sigmund Abeles,1934,,,
Sigurd Melin,1952,,,
Silk and Textile Printers Ltd,1939,,,
Silvia BÃ¤chli,1956,,,
Silvia Kolbowski,1953,,,
Silvie Defraoui,1935,,,
Silvio Coppola,1920,,,
Simon Denny,1982,,,
Simon Fujiwara,1982,,,
Simon Fussell,1945,,,
Simon HantaÃ¯,1922,,,
Simon Heijdens,1978,,,
Simon Leung,1964,,,
Simon Levy,1946,,,
Simon Patterson,1967,,,
Simon Periton,1964,,,
Simon Ungers,1957,,,
Simone Farresin,1983,,,
Simone Forti,1935,,,
Simone Nieweg,1962,,,
Simone Shubuck,1969,,,
Simpson Kalisher,1926,,,
Simryn Gill,1959,,,
Sipho Mdanda,1960,,,
Sire Records,1966,,,
Sister Sheila Flynn,1952,,,
SITE (Sculpture in the Environment),1970,,,
Siv Helene Stangeland,1966,,,
SjÃ³n (SigurjÃ³n Birgir SigurÃ°sson),1962,,,
Skidmore Owings & Merrill,1936,,,
Skip Blumberg,1946,,,
Skip Sweeney,1946,,,
Skunder (Skunder Boghossian),1937,,,
Slater Bradley,1975,,,
Slavs and Tatars,2005,,,
"Smart Design, New York",1979,,,
Smiljan RadiÄ‡,1965,,,
"SMIT Sustainably Minded Interactive Technology, LLC",2005,,,
SnÃ¸hetta,1989,,,
"Snaidero, Italy",1946,,,
SO â€“ IL (Florian Idenburg + Jing Liu),2008,,,
So Young Kim,1968,,,
SofÃ­a von Ellrichshausen,1976,,,
Sofia Coppola,1971,,,
Sol LeWitt,1928,,,
Solange FabiÃ£o,1963,,,
"Solari di Udine, Italy",1948,,,
Soner Ozenc,1980,,,
Song Chuan,1980,,,
Song Dong,1966,,,
Song Tao,1979,,,
Sonia Å vecovÃ¡,1946,,,
Sonia Gechtoff,1926,,,
Sonia Katchian,1947,,,
Sonic Youth,1981,,,
"Sony Corporation, company design",1946,,,
"Sony Corporation, Creative Center",1961,,,
"Sony Electronics, Inc.",1946,,,
"Sony Research Laboratories, company design",1946,,,
Sophie Alex,1967,,,
Sophie Calle,1953,,,
Sophie Tottie,1964,,,
Sorel Etrog,1933,,,
