Artist_Name,Birth_Year,Turnover,Sold Lots,Highest Price
Herbert E. Randall,1936,,,
Herbert H. Schultes,1938,,,
Herbert Katzman,1923,,,
Herbert Krenchel,1922,,,
Herbert Ross,1927,,,
Heribert Ottersbach,1960,,,
Heribert Schiedel,1967,,,
Herman Costa,1944,,,
Herman Emmet,1943,,,
Herman Goelitz Rowland,1941,,,
Hermann Forsterling,1955,,,
Hermann Nitsch,1938,,,
Hermann Pitz,1956,,,
Hermelindo Fiaminghi,1920,,,
Hermine Freed,1940,,,
Hernan Bas,1978,522794,12,270793
Hernando Tejada,1925,,,
HervÃ© Di Rosa,1959,,,
HervÃ© TÃ©lÃ©maque,1937,,,
Herwig Kempinger,1957,,,
"Herzog & de Meuron, Basel",1978,,,
"Hewlett-Packard Company, Santa Clara, CA",1939,,,
Hi Red Center,1963,,,
Hideo Haga,1921,,,
Hideo Kanbara,1978,,,
Hideo Yoshihara,1931,,,
Hideoki Hagiwara,1942,,,
Higa Yoshiharu,1938,,,
Hil de Gard,1964,,,
Hilary Sample,1971,,,
Hildegarde Haas,1926,,,
Hill Jephson Robb,1970,,,
Hilla Becher,1934,,,
Hiner Saleem,1954,,,
Hipgnosis,1968,,,
Hiroaki Kozu,1959,,,
Hiroe Saeki,1978,,,
Hirokazu Koreeda,1962,,,
Hiromi Tsuchida,1939,,,
Hironori Terai,1961,,,
Hiroshi Murata,1941,,,
Hiroshi Sugimoto,1948,2419692,94,489495
Hiroyuki Tazawa,1948,,,
Hisae Imai,1931,,,
Hisao Domoto,1928,,,
Hitoshi Nakazato,1936,,,
Hitoshi Nomura,1945,,,
Hitoshi Takekiyo,1967,,,
Hobie Alter,1933,,,
Hoechst Trevira GmbH,1946,,,
Holger Matthies,1940,,,
Hollis Frampton,1936,,,
"Hondatsuhin Kogyo Co., Ltd.",1974,,,
Hong Hao,1965,,,
Hong Lei,1960,,,
Hong Sang-soo,1961,,,
HonorÃ© Sharrer,1920,,,
Hope Sandrow,1951,,,
Horia Damian,1922,,,
Horst Antes,1936,,,
Horst B. Baerenz,1939,,,
Horst Eigen,1942,,,
Horst Faas,1933,,,
Horst Hoheisel,1944,,,
Horst Janssen,1929,,,
Horst-Egon Kalinowski,1924,,,
Hosowo Tomohiro,1953,,,
Houston Conwill,1947,,,
Howard Guttenplan,1934,,,
Howard Hodgkin,1932,,,
"Howard Leight Industries, LLC, a division of Bacou-Dalloz Hearing Safety Group",1971,,,
Howard Mehring,1931,,,
Howard S. Leight,1940,,,
Howard Scott Warshaw,1957,,,
Howard Smagula,1942,,,
Howard Sochurek,1924,,,
Howardena Pindell,1943,,,
Hoy Cheong,1960,,,
Hsiao-Hsien Hou,1947,,,
Huang Yan,1966,,,
Huang Yong Ping,1954,,,
Hubert Dalwood,1924,,,
Hubert Hilscher,1924,,,
Hubert Kiecol,1950,,,
Hubert Lobnig,1962,,,
Hubert Schmalix,1952,,,
Hubertus von Pilgrim,1931,,,
Huck Gee,1973,,,
Hudinilson Jr.,1957,,,
Hugh Merrill,1949,,,
Hugh O'Donnell,1950,,,
Hugh Townley,1923,,,
Hugo Grosso,1955,,,
Hugo Suter,1943,,,
Huguette Franco,1944,,,
Hulger,2004,,,
Huma Bhabha,1962,,,
Humanscale,1982,,,
Humberto Campana,1953,,,
Humberto Jaimes Sanchez,1930,,,
Humberto Rivas,1937,,,
Hundertwasser (Friedrich Stowasser),1928,,,
Hurvin Anderson,1965,12502579,17,3456804
Hutzler Manufacturing Co.,1938,,,
IÃ±aki Ãbalos,1956,,,
Iain Baxter&,1936,,,
Iain Macmillan,1938,,,
Iain Sinclair,1943,,,
Ian Breakwell,1943,,,
Ian Burn,1939,,,
Ian Cheng,1984,,,
Ian Colverson,1940,,,
Ian Davenport,1966,,,
Ian Hamilton Finlay,1925,,,
Ian Stuart,1926,,,
Ian Wallace,1943,,,
Ian Wilson,1940,,,
Iaroslav Serpan,1922,,,
Ibrahim El Salahi,1930,,,
Ibrahim Miranda,1969,,,
Ida Applebroog,1929,,,
Idania del Rio,1981,,,
Ide Sakiko,1927,,,
Idelle L. Feinberg,1932,,,
IDEO,1991,,,
Ido Bruno,1963,,,
Ido Mizrahy,1981,,,
IDSland,2000,,,
Igael Tumarkin,1933,,,
Igildo Biesele,1930,,,
Igor Kopystiansky,1954,,,
Igor Moukhin,1961,,,
Igor Nikolayev,1924,,,
iGuzzini illuminazione S.p.A.,1958,,,
Ikko (Ikko Narahara),1931,,,
Ikko Tanaka,1930,,,
Ila BÃªka,1967,,,
Ilene Segalove,1950,,,
Ilhan Koman,1921,,,
Ilit Azoulay,1972,,,
Ilkka Laine,1964,,,
Ilya Kabakov,1933,,,
Imaginary Forces,1996,,,
Iman Issa,1979,,,
Imi Knoebel,1940,,,
Inaki Bonillas,1981,,,
Ingar Dragset,1969,,,
Inge Morath,1923,,,
Ingeborg Gabriel,1951,,,
Ingeborg Strobl,1949,,,
Ingo Maurer,1932,,,
Ingrid Calame,1968,,,
Ingrid Wiener,1942,,,
Inka Essenhigh,1969,,,
inri,1973,,,
"Intel Corporation, Santa Clara, CA",1968,,,
Interactive Telecommunications Program,1979,,,
Internotredici Associati,1970,,,
interware SARL,2000,,,
Ion Bitzan,1924,,,
Ion Grigorescu,1945,,,
Ira Nowinski,1942,,,
Ira Sachs,1965,,,
Iran do EspÃ­rito Santo,1963,,,
Irene Poon,1941,,,
Irene Siegel,1932,,,
Irit Batsry,1957,,,
Irma Boom,1960,,,
Iroje Architects & Planners,1989,,,
Irving Petlin,1934,,,
IRWIN,1983,,,
Irwin B. Klein,1933,,,
Irwin Kremen,1925,,,
Isa Genzken,1948,552631,10,399000
Isaac Julien,1960,,,
Isabelle Arthuis,1969,,,
Island Records,1959,,,
Issey Miyake,1938,,,
"Issey Miyake, Inc., Tokyo, Japan",1970,,,
IstvÃ¡n Orosz,1951,,,
Italo Scanga,1932,,,
Ivan (Vial Williams) Vial,1928,,,
Ivan Chermayeff,1932,,,
Ivan KoÅ¾ariÄ‡,1921,,,
Ivan Passer,1933,,,
Ivan Picelj,1924,,,
Ivan Serpa,1923,,,
Ivana Keser,1967,,,
Ivor Abrahams,1935,,,
Iwan Baan,1975,,,
Iyola,1933,,,
Izabella Gustowska,1948,,,
Izhar Patkin,1955,,,
Izika Gaon,1938,,,
J. Abbott Miller,1963,,,
J. Charters,1945,,,
J. da Nobrega,1945,,,
J. J. Beljon,1922,,,
J. L. Steg,1922,,,
J. Thomas Zetterstrom,1945,,,
J. Trevor Wood,1930,,,
J.D. 'Okhai Ojeikere,1930,,,
J.J.J. (Jean-Jacques-Joachim) Rigal,1926,,,
J.P. Munro,1975,,,
J.P. Sniadecki,1979,,,
JÃ¡n ManÄuÅ¡ka,1972,,,
JÃ¡nos Kender,1937,,,
JÃ¸rgen Haugen SÃ¸rensen,1934,,,
JÃ©rÃ´me De Perlinghi,1961,,,
JÃ¶elle de la CasiniÃ¨re,1944,,,
JÃ¶rg Hamburger,1935,,,
JÃ¶rg Herold,1965,,,
JÃ¶rg Immendorff,1945,747618,80,106337
JÃ¶rg Schlick,1951,,,
JÃ¼rgen Brodwolf,1932,,,
JÃ¼rgen Klauke,1943,,,
JÃ¼rgen Mayer H.,1965,,,
JÃ¼rgen Partenheimer,1947,,,
JÃ¼ri Arrak,1936,,,
Jaap Berghuis,1945,,,
Jac Leirner,1961,,,
Jacek Gaj,1938,,,
Jacek Neugebauer,1934,,,
Jack Barth,1949,,,
Jack Beal,1931,,,
Jack Coughlin,1932,,,
Jack Daly,1957,,,
Jack Goldstein,1945,,,
Jack Haley Jr.,1933,,,
Jack Knox,1936,,,
Jack Lenor Larsen,1927,,,
Jack Manning,1920,,,
Jack Pierson,1960,,,
Jack Roth,1927,,,
Jack Sal,1954,,,
Jack Schulze,1976,,,
Jack Smith,1932,,,
Jack Sonenberg,1925,,,
Jack Strange,1984,,,
Jack Stringer,1927,,,
Jack Welpott,1923,,,
Jack Whitten,1939,,,
Jack Youngerman,1926,,,
Jack Zajac,1929,,,
Jackie Ferrara,1929,,,
Jackie Piper,1968,,,
Jackie Winsor,1941,,,
Jackson Mac Low,1922,,,
Jacob El Hanani,1947,,,
Jacob Jensen,1926,,,
Jacobo Borges,1931,,,
Jacolby Satterwhite,1986,,,
Jacqueline Humphries,1960,288222,4,255909
Jacqueline Livingston,1943,,,
Jacqueline Poncelet,1947,,,
Jacqueline S. Casey,1927,,,
Jacqueline Yuan Quinn,1990,,,
Jacques Charlier,1939,,,
Jacques Doucet,1924,,,
Jacques GagnÃ©,1959,,,
Jacques Herzog,1950,,,
Jacques Lacomblez,1934,,,
Jacques Le Rider,1954,,,
Jacques Louis Nyst,1942,,,
Jacques Lowe,1924,,,
Jacques Rivette,1928,,,
Jacques VilleglÃ©,1926,,,
Jacques Zimmerman,1929,,,
Jaime Davidovich,1936,,,
Jake Berthot,1939,,,
Jake Chapman,1966,,,
Jake Kasdan,1974,,,
Jake Tilson,1958,,,
Jakob Kolding,1971,,,
Jakob Neulinger,1979,,,
Jakob Wagner,1963,,,
Jakub SzczÄ™sny,1973,,,
James (Arthur) Fallon,1946,,,
James A. Sebastian,1942,,,
James Alinder,1941,,,
James Auger,1970,,,
James Benning,1942,,,
James Biederman,1947,,,
James Bishop,1927,,,
James Boynton,1928,,,
James Brown,1951,305987,48,86859
James Bruce Grashow,1942,,,
James Byrne,1950,,,
James Cameron,1954,,,
James Casebere,1953,,,
James Dow,1942,,,
James Dyson,1947,,,
James Francis Gill,1934,,,
James Gray,1969,,,
James Hamilton,1928,,,
James Henderson Boyd,1928,,,
James Herbert,1938,,,
James Hong,1948,,,
James Hyde,1958,,,
James Jarvaise,1925,,,
James Kearns,1924,,,
James King,1982,,,
James Lamb,1971,,,
James Lee Byars,1932,,,
James Longley,1972,,,
James McCaffry,1954,,,
James McGarrell,1930,,,
James Merendino,1969,,,
James Miho,1933,,,
James Nares,1953,,,
James Ponsoldt,1978,,,
James Poppitz,1957,,,
James Powderly,1976,,,
James Richards,1983,,,
James Riddle,1933,,,
James Risser,1947,,,
James Rosenquist,1933,,,
James Seawright,1936,,,
James Sherwood,1951,,,
James Siena,1957,,,
James Stirling,1926,,,
James Strombotne,1934,,,
James Tenney,1934,,,
James Turrell,1943,,,
James Van Dijk,1930,,,
James Victore,1962,,,
James Waring,1922,,,
James Welling,1951,,,
James Wines,1932,,,
James Wyeth,1946,,,
Jamie Isenstein,1975,,,
Jamie Uys,1921,,,
Jan De Cock,1976,,,
Jan Dibbets,1941,,,
Jan Edler,1970,,,
Jan Forsberg,1932,,,
Jan Groover,1943,,,
Jan Groth,1938,,,
Jan Hashey,1938,,,
Jan Henle,1948,,,
Jan Knap,1949,,,
Jan L. A. van Goethem,1929,,,
Jan Lebenstein,1930,,,
Jan Lenica,1928,,,
Jan MÅ‚odoÅ¼eniec,1929,,,
Jan MÃ¼ller,1922,,,
Jan Mach,1943,,,
Jan Marcussen,1957,,,
Jan Menses,1933,,,
Jan Montyn,1924,,,
Jan Ohrn,1943,,,
Jan Peacock,1955,,,
Jan Pinkava,1963,,,
Jan Ritsema,1945,,,
Jan Sawka,1946,,,
Jan Senbergs,1939,,,
Jan Staller,1952,,,
Jan Stussy,1921,,,
Jan SverÃ¡k,1965,,,
Jan Tarasin,1926,,,
Jan Tichy,1974,,,
Jan Troell,1931,,,
Jan TrtÃ­lek,1938,,,
Jan van Toorn,1932,,,
Jan Vercruysse,1948,,,
Jan Voss,1936,,,
Jan Wichers,1944,,,
Jane Comfort,1945,,,
Jane Dickson,1952,,,
Jane Freilicher,1924,,,
Jane Hammond,1950,,,
Jane Kaplowitz,1949,,,
Jane Logemann,1942,,,
Jane Veeder,1944,,,
Jane Wenger,1944,,,
Jane Wilson,1924,,,
Jane Wilson,1967,,,
Janet Cardiff,1957,,,
Janet Fish,1938,,,
Janez Bernik,1933,,,
Janice Kerbel,1969,,,
Janine Antoni,1964,,,
Jann Haworth,1942,,,
Janne Kyttanen,1974,,,
Jannis Kounellis,1936,,,
Janos Frecot,1937,,,
Janusz Kapusta,1951,,,
Janusz Lesniak,1947,,,
Janwillem Bouwknegt,1973,,,
JÃºlio Bressane,1946,,,
Jarbes Lopes,1964,,,
Jared Bark,1944,,,
Jari Tirkkonen,1965,,,
Jaroslav SÅ¯ra,1928,,,
Jaroslav Serych,1923,,,
Jarrod Beck,1977,,,
Jasmila Å½baniÄ‡,1974,,,
Jason Berger,1924,,,
Jason Crum,1935,,,
Jason JÃ¤gel,1971,,,
Jason Meadows,1972,,,
Jason Middlebrook,1966,,,
Jason Rhoades,1965,480210,2,478960
Jason Salavon,1970,,,
Jasper Johns,1930,,,
Jasper Morrison,1959,,,
Jaume Plensa,1955,1256747,20,591000
Jaune Quick-to-see Smith,1940,,,
Javier Carvajal,1927,,,
Javier Cuesta RodrÃ­guez-Torices,1973,,,
Javier SÃ¡nchez GÃ³mez,1936,,,
Jay Bolotin,1949,,,
Jay D. Sorensen,1958,,,
Jay DeFeo,1929,,,
Jay King,1944,,,
Jay Kyu Lee,1964,,,
Jay McCafferty,1948,,,
Jay Monroe,1926,,,
Jay Rosenblatt,1955,,,
Jay Silver,1979,,,
Jay Wolke,1954,,,
Jayden D. Harman,1949,,,
Jayme Odgers,1939,,,
Jayson Musson,1977,,,
Jean Baudrillard,1929,,,
Jean Carlomusto,1959,,,
Jean Christian Bourcart,1960,,,
Jean Cortot,1925,,,
Jean Dewasne,1921,,,
Jean Douchet,1929,,,
Jean IpoustÃ©guy,1920,,,
Jean Le Gac,1936,,,
Jean Locey,1944,,,
Jean McEwen,1923,,,
Jean Messagier,1920,,,
Jean Miotte,1926,,,
Jean Nouvel,1945,,,
Jean Philippe Vassal,1954,,,
Jean Pierre Pincemin,1944,,,
Jean Pierre Raynaud,1939,,,
Jean Tinguely,1925,,,
Jean-Baptiste Mondino,1949,,,
Jean-Charles Blais,1956,,,
Jean-Claude Lauzon,1953,,,
Jean-Claude Tramont,1934,,,
Jean-Daniel Pollet,1936,,,
Jeanette Reinhardt,1954,,,
Jean-Francois Moriceau,1974,,,
Jean-Jacques Annaud,1943,,,
Jean-Jacques Lebel,1936,,,
Jean-Luc Godard,1930,,,
Jean-Luc MoulÃ¨ne,1955,,,
Jean-Luc Mylayne,1946,,,
Jean-Luc Verna,1966,,,
Jean-Michel Basquiat,1960,256098080,125,45315000
Jean-Michel Folon,1934,,,
Jean-Michel Othoniel,1964,,,
Jeanne Dunning,1960,,,
Jeanne Gang,1964,,,
Jeanne Liotta,1960,,,
Jeanne Moutoussamy-Ashe,1951,,,
Jeanne Silverthorne,1950,,,
Jeanne Verdoux,1966,,,
Jean-Paul Goude,1940,,,
Jean-Paul Rappeneau,1932,,,
Jean-Paul Riopelle,1923,,,
Jean-Philippe Toussaint,1957,,,
Jean-Pierre Dardenne,1951,,,
Jean-Pierre Sudre,1921,,,
Jean-Pierre Vielfaure,1930,,,
Jed Curtis,1942,,,
Jed Johnson,1948,,,
Jed Robert Fielding,1953,,,
Jedd Garet,1955,,,
Jef Geys,1934,,,
Jeff (Jeff Russell),1942,,,
Jeff Davis,1967,,,
Jeff Elrod,1966,616471,8,147269
Jeff Koons,1955,40792093,149,22812500
Jeff Malmberg,1970,,,
Jeff Preiss,1956,,,
Jeff Scher,1954,,,
Jeff Tremaine,1966,,,
Jeff Wall,1946,265799,6,138605
Jeffery Keedy,1957,,,
Jeffrey Blake,1954,,,
Jeffrey Jeturian,1959,,,
Jeffrey Scales,1954,,,
Jeffrey Shaw,1944,,,
Jeffrey Silverthorne,1946,,,
Jeffrey Ventrella,1960,,,
Jeffrey Wolin,1951,,,
Jem Cohen,1962,,,
Jen DeNike,1971,,,
Jene Highstein,1942,,,
Jennie C. Jones,1968,,,
Jennifer Allora,1974,,,
Jennifer Bartlett,1941,,,
Jennifer Moon,1973,,,
Jennifer Morla,1955,,,
Jennifer Pastor,1966,,,
Jenny Holzer,1950,1864785,30,471000
Jenny Perlin,1970,,,
Jenova (Xinghan) Chen,1981,,,
Jens Eilstrup Rasmussen,1966,,,
Jens Haaning,1965,,,
Jens Martin Skibsted,1970,,,
Jens S Jensen,1946,,,
Jeremy Anderson,1921,,,
Jeremy Blake,1971,,,
Jeremy Deller,1966,,,
Jeroen de Rijke,1970,,,
Jeroen Thomas,1952,,,
Jeroen Verhoeven,1976,,,
Jerome Kaplan,1920,,,
Jerome Liebling,1924,,,
Jerome Neuner,1945,,,
Jerome Simon,1942,,,
Jerry Anderson,1938,,,
Jerry Berndt,1943,,,
Jerry Cooke,1922,,,
Jerry Dantzic,1925,,,
Jerry Harrison,1949,,,
Jerry Kearns,1943,,,
Jerry L. Thompson,1945,,,
Jerry O'Leary,1976,,,
Jerry Phillips,1958,,,
Jerry Schatzberg,1927,,,
Jerry Uelsmann,1934,,,
Jerszy Seymour,1968,,,
Jerzy Czerniawski,1947,,,
Jerzy Flisak,1930,,,
Jerzy Tchorzewski,1928,,,
JesÃºs Rafael Soto,1923,,,
JesÃºs Tenreiro-Degwitz,1936,,,
Jesper Just,1974,,,
Jess,1923,,,
Jesse Louis-Rosenberg,1986,,,
Jesse Reiser,1958,,,
Jessica Diamond,1957,,,
Jessica Jackson Hutchins,1971,,,
Jessica Mein,1975,,,
Jessica Rosenkrantz,1983,,,
Jessica Stockholder,1959,,,
Jessica Yu,1966,,,
Jhoon Rhee,1932,,,
Ji Weiyu,1980,,,
Jia Zhangke,1970,,,
JiÃ¾i Anderle,1936,,,
JiÅ™Ã­ Hilmar,1937,,,
JiÅ™Ã­ Pelcl,1950,,,
Jie Qi,1987,,,
Jilani Saadi,1962,,,
Jill Baroff,1954,,,
Jill Giegerich,1952,,,
Jill Moser,1956,,,
Jim Amaral,1933,,,
Jim Bengston,1942,,,
Jim Campbell,1956,,,
Jim Capobianco,1969,,,
Jim Dine,1935,,,
Jim Drain,1975,,,
Jim Finn,1968,,,
Jim Gaylord,1974,,,
Jim Gentes,1957,,,
Jim Goldberg,1953,,,
Jim Henson,1936,,,
Jim Hodges,1957,482454,5,300000
Jim Isermann,1955,,,
Jim Jarmusch,1953,,,
Jim Lambie,1964,,,
Jim Love,1927,,,
Jim Mickle,1979,,,
Jim Nutt,1938,,,
Jim Shaw,1952,,,
Jim Sheridan,1949,,,
Jim Stone,1947,,,
Jim Traut,1956,,,
Jimenez Lai,1979,,,
Jimmie Durham,1940,,,
Jimmy Alcock,1932,,,
Jimmy DeSana,1950,,,
Jimmy Ernst,1920,,,
Jimmy Loizeau,1968,,,
Jindrich Streit,1946,,,
Jing Liu,1980,,,
JirÃ­ Balcar,1929,,,
Jiri Georg Dokoupil,1954,,,
Jiri John,1923,,,
Jiri Kovanda,1953,,,
Jiri Skala,1976,,,
Jiro Takamatsu,1936,,,
Jitka HanzlovÃ¡,1958,,,
Jo Ann Callis,1940,,,
Jo Ann Walters,1952,,,
Jo Baer,1929,,,
Jo Ractliffe,1961,,,
Jo Sung-hee,1979,,,
JoÃ£o Luis Sol de Carvalho,1953,,,
JoÃ£o Moreira Salles,1962,,,
JoÃ£o Pedro Rodrigues,1966,,,
JoÃ«l Stein,1926,,,
JoÃ«lle Tuerlinckx,1958,,,
Joachim Koester,1962,,,
Joachim SchÃ¶nfeldt,1958,,,
Joan Albert,1943,,,
Joan Banach,1953,,,
Joan Brown,1938,,,
Joan Charysyn,1946,,,
Joan Fontcuberta,1955,,,
Joan Gardner,1933,,,
Joan Heemskerk,1968,,,
Joan HernÃ¡ndez Pijuan,1931,,,
Joan Jonas,1936,,,
Joan La Barbara,1947,,,
Joan Livingstone,1948,,,
Joan Logue,1942,,,
Joan Lyons,1937,,,
Joan Mitchell,1925,,,
Joan Nelsen,1937,,,
Joan Nelson,1958,,,
Joan PonÃ§,1927,,,
Joan Semmel,1932,,,
Joan Snyder,1940,,,
Joan Waltemath,1953,,,
Joan Witek,1943,,,
JoAnn Verburg,1950,,,
Joanna Pousette-Dart,1947,,,
Joanne Tatham,1967,,,
Joaquim Pinto,1957,,,
Jochen Gerz,1940,,,
Jochen Seidel,1924,,,
Jock Reynolds,1947,,,
Jock Sturges,1947,,,
Jockum NordstrÃ¶m,1963,,,
JODI,1995,,,
Jodiah Jacobs,1962,,,
Jody Pinto,1942,,,
Jody Shields,1952,,,
Joe Andoe,1955,,,
Joe Bradley,1975,4482086,15,975000
Joe Brainard,1942,,,
Joe Carnahan,1969,,,
Joe Colley,1972,,,
Joe Colombo,1930,,,
Joe Deal,1947,,,
Joe Downing,1925,,,
Joe Goode,1937,,,
Joe Hicklin,1959,,,
Joe Hunter,1967,,,
Joe Jones,1934,,,
Joe Maloney,1949,,,
Joe Ranft,1960,,,
Joe Scorsone,1942,,,
Joe Tilson,1928,,,
Joe Zucker,1941,,,
Joel Bass,1943,,,
Joel Coen,1954,,,
Joel Fisher,1947,,,
Joel Lamangan,1952,,,
Joel Leivick,1951,,,
Joel Meyerowitz,1938,,,
Joel Peter Witkin,1939,,,
Joel Sanders,1956,,,
Joel Shapiro,1941,,,
Joel Smith,1929,,,
Joel Sternfeld,1944,,,
Joey KÃ¶tting,1966,,,
Johan Bernhard Schweitz,1937,,,
Johan Thorn Prikker,1932,,,
Johan Van Der Keuken,1938,,,
Johann Hauser,1926,,,
Johanna Billing,1973,,,
Johanna Calle,1965,,,
Johanna Kandl,1964,,,
Johanna Rille,1980,,,
Johannes Foersom,1943,,,
Johannes Gachnang,1939,,,
Johannes Gecelli,1925,,,
"Johannes Hansen, Denmark",1940,,,
Johannes Kahrs,1965,,,
Johannes Regn,1935,,,
Johannes Wohnseifer,1967,,,
"John ""Teflon"" Sims",1950,,,
John A. Davies,1949,,,
"John A. Jenkins, Jr.",1966,,,
John Adams,1947,,,
John Adams,1953,,,
John Ahearn,1951,,,
John Akomfrah,1957,,,
John Altoon,1925,,,
John Anderson,1928,,,
John Armleder,1948,454667,19,89723
John Ashbery,1927,,,
John Bageris,1924,,,
John Baldessari,1931,,,
John Barnard,1946,,,
John Battan,1943,,,
John Behringer,1939,,,
John Bellany,1942,,,
John Berg,1932,,,
John Biggers,1924,,,
John Bock,1965,,,
John Brassil,1959,,,
John Brockman,1941,,,
John Brook,1924,,,
John Buck,1946,,,
John Button,1930,,,
John Cadenhead,1937,,,
John Cale,1942,,,
John Casado,1944,,,
John Cerasulo,1974,,,
John Chamberlain,1927,,,
John Clem Clarke,1937,,,
John Coplans,1920,,,
John Craxton,1922,,,
John Currin,1962,955695,11,495000
John D. Mooney,1941,,,
John Day,1932,,,
John Divola,1949,,,
John Duff,1943,,,
John E. Mullin,1963,,,
John Edward Devine,1944,,,
John Edward Dowell,1941,,,
John Emerson,1973,,,
John F. Balossi,1931,,,
"John F. Simon, Jr.",1963,,,
John F. Waggaman,1923,,,
John Fawcett,1939,,,
John Fekner,1950,,,
John Filo/Valley Daily News via Associated Press,1948,,,
John Follis,1923,,,
John Frankenheimer,1930,,,
John Freeman,1942,,,
John Gerrard,1974,,,
John Giorno,1936,,,
John Golding,1929,,,
John Goodyear,1930,,,
John Gossage,1946,,,
John Grimley,1971,,,
John Harding,1940,,,
John Hejduk,1929,,,
John Hilliard,1945,,,
John Hodany,1974,,,
John Houck,1977,,,
John Hoyland,1934,,,
John Hubbard/Black Star Publishing Co.,1939,,,
John Hultberg,1922,,,
John Hunter,1934,,,
John Hunter,1965,,,
John Hutchinson,1952,,,
John Irvin,1940,,,
John J. Cu Roi,1920,,,
John J. O'Connor,1972,,,
John Joseph Weiss,1941,,,
John K. Esler,1933,,,
John Karidis,1958,,,
John Keenen,1957,,,
John Kleckner,1978,,,
John Landis,1950,,,
John Lange,1932,,,
John Lasseter,1957,,,
John Latham,1921,,,
John Lee Hancock,1956,,,
John Lees,1943,,,
John Lennon,1940,,,
John Lesnick,1953,,,
John Levee,1924,,,
John Lonczak,1954,,,
John Loring,1939,,,
John Lueders-Booth,1935,,,
John Lurie,1952,,,
John Maeda,1966,,,
John Mascheroni,1932,,,
John Massey,1931,,,
John Maybury,1958,,,
John McCracken,1934,,,
John McKay,1965,,,
John McWilliams,1941,,,
John Melin,1921,,,
John Milisenda,1947,,,
John Miller,1948,,,
John Morris,1965,,,
John Muafangejo,1943,,,
John Nagel,1942,,,
John Newman,1952,,,
John Newsom,1970,,,
John Noneman,1938,,,
John O'Reilly,1930,,,
John Outterbridge,1933,,,
John Pasche,1945,,,
John Paul Jones,1924,,,
John Pearson,1940,,,
John Pemberton,1948,,,
John Pilson,1968,,,
John Pinderhughes,1946,,,
John Randall Bratby,1928,,,
John Rauch,1930,,,
John Reilly,1939,,,
John Rieben,1935,,,
John Roy,1930,,,
John Salt,1937,,,
John Sanborn,1954,,,
John Sayles,1950,,,
John Schlesinger,1954,,,
John Schott,1944,,,
John Scofield,1950,,,
John Sex,1956,,,
John Shaw,1948,,,
John Spence Weir,1930,,,
John Stezaker,1949,,,
John Straiton,1922,,,
John Stram,1939,,,
John Sturgeon,1946,,,
John Szarkowski,1925,,,
John Talleur,1925,,,
John Tang,1959,,,
John Timothy Close,1958,,,
John Timothy Curran,1938,,,
John Van Hamersveld,1941,,,
John Walker,1939,,,
John Wallowitch,1926,,,
John Waters,1946,,,
John Wesley,1928,,,
John Willenbecher,1936,,,
John William Carnell,1952,,,
John Wilson,1922,,,
John Woo,1946,,,
John Wood,1922,,,
John Wood,1969,,,
John Yang,1933,,,
Johnnie To,1955,,,
Johnston Marklee,1998,,,
Jon Alpert,1948,,,
Jon Buller,1943,,,
Jon Favreau,1966,,,
Jon Goodman,1953,,,
Jon Hassell,1937,,,
Jon Hendricks,1939,,,
Jon Kessler,1957,,,
Jon Leyfert,1963,,,
Jon Pylypchuk,1973,,,
Jon T. O'Neal,1957,,,
Jon Widman,1972,,,
Jonah Kinigstein,1923,,,
Jonas J. Fendell,1924,,,
Jonas Mekas,1922,,,
Jonas Wood,1977,14116103,36,2292500
Jonathan Barnbrook,1966,,,
Jonathan Borofsky,1942,,,
Jonathan Callan,1961,,,
Jonathan Crary,1951,,,
Jonathan De Pas,1932,,,
Jonathan Hammer,1960,,,
Jonathan Harris,1979,,,
Jonathan Herder,1965,,,
Jonathan Hoefler,1970,,,
Jonathan Horowitz,1966,,,
Jonathan Ive,1967,,,
Jonathan Knowlton,1937,,,
Jonathan Lasker,1948,,,
Jonathan Levien,1972,,,
Jonathan Meese,1971,863111,52,90975
Jonathan Monk,1969,,,
Jonathan Morse,1948,,,
Jonathan Nossiter,1961,,,
Jonathan Quinn,1956,,,
Jonathan Runcio,1977,,,
Jonathan Seliger,1955,,,
Jonathas de Andrade,1982,,,
Joon-ho Bong,1969,,,
Joop Sanders,1921,,,
Joost Baljeu,1925,,,
Jordan Belson,1926,,,
Jordi Canudas,1975,,,
Jorge Castillo,1933,,,
Jorge Damiani,1931,,,
Jorge de la Vega,1930,,,
Jorge Demirjian,1932,,,
Jorge Eielson,1924,,,
Jorge Furtado,1959,,,
Jorge Gaggero,1970,,,
Jorge Macchi,1963,,,
Jorge Pardo,1963,,,
Jorge Ribalta,1963,,,
Jorge Rigamonti,1940,,,
Jorge Silvetti,1942,,,
Jorge Tapia,1940,,,
Jorinde Voigt,1977,319809,11,116754
Joris Geurts,1958,,,
Joris Laarman,1979,,,
Joris Laarman Studio,2006,,,
Jorre van Ast,1980,,,
Jos van der Meulen,1958,,,
JosÃ© Antonio Attolini Lack,1931,,,
JosÃ© Antonio SuÃ¡rez LondoÃ±o,1955,,,
JosÃ© Bedia,1959,,,
JosÃ© Carlos Martinat,1974,,,
JosÃ© Carlos Ramos Galvez,1948,,,
JosÃ© Claudio Da Silva,1932,,,
JosÃ© Damasceno,1968,,,
JosÃ© Gamarra,1934,,,
JosÃ© Guillermo Castillo,1938,,,
JosÃ© Leonilson,1957,,,
